"pathway","pval","padj","log2err","ES","NES","size","leadingEdge"
"HALLMARK_IL2_STAT5_SIGNALING",1.63927592127865e-13,8.0324520142654e-12,0.943632225232838,0.778159586519905,2.22558350895,185,"ENSMUSG00000025810;ENSMUSG00000068227;ENSMUSG00000069833;ENSMUSG00000025997;ENSMUSG00000026011;ENSMUSG00000026770;ENSMUSG00000032420;ENSMUSG00000029075;ENSMUSG00000026009;ENSMUSG00000019872;ENSMUSG00000045573;ENSMUSG00000038172;ENSMUSG00000015396;ENSMUSG00000068923;ENSMUSG00000022636;ENSMUSG00000002489;ENSMUSG00000054469;ENSMUSG00000014599;ENSMUSG00000035473;ENSMUSG00000028268;ENSMUSG00000056737;ENSMUSG00000034394;ENSMUSG00000068129;ENSMUSG00000026475;ENSMUSG00000031932;ENSMUSG00000030447;ENSMUSG00000032220;ENSMUSG00000066026;ENSMUSG00000055407;ENSMUSG00000028602;ENSMUSG00000024098;ENSMUSG00000037820;ENSMUSG00000030208;ENSMUSG00000022015;ENSMUSG00000030103;ENSMUSG00000016529;ENSMUSG00000026073;ENSMUSG00000011256;ENSMUSG00000005947;ENSMUSG00000067336;ENSMUSG00000062661;ENSMUSG00000059325;ENSMUSG00000002578;ENSMUSG00000040592;ENSMUSG00000037759;ENSMUSG00000047898;ENSMUSG00000021356;ENSMUSG00000017499;ENSMUSG00000032238;ENSMUSG00000034855;ENSMUSG00000006651;ENSMUSG00000024235;ENSMUSG00000019256;ENSMUSG00000027087;ENSMUSG00000032369;ENSMUSG00000060147;ENSMUSG00000030029;ENSMUSG00000005533;ENSMUSG00000019817;ENSMUSG00000005087;ENSMUSG00000031628;ENSMUSG00000001918;ENSMUSG00000056749;ENSMUSG00000028480;ENSMUSG00000032089;ENSMUSG00000037706;ENSMUSG00000029994;ENSMUSG00000079037;ENSMUSG00000040584;ENSMUSG00000020484;ENSMUSG00000000628;ENSMUSG00000034266;ENSMUSG00000041954;ENSMUSG00000021108;ENSMUSG00000079110;ENSMUSG00000011179;ENSMUSG00000032261;ENSMUSG00000015312;ENSMUSG00000052298;ENSMUSG00000068758;ENSMUSG00000026721;ENSMUSG00000028005"
"HALLMARK_E2F_TARGETS",1.66309007016218e-07,4.07457067189733e-06,0.690132458796796,0.681965350399174,1.96154313880299,199,"ENSMUSG00000031004;ENSMUSG00000005233;ENSMUSG00000051378;ENSMUSG00000020914;ENSMUSG00000020649;ENSMUSG00000038252;ENSMUSG00000029687;ENSMUSG00000054717;ENSMUSG00000019942;ENSMUSG00000009575;ENSMUSG00000021569;ENSMUSG00000023015;ENSMUSG00000035683;ENSMUSG00000022021;ENSMUSG00000021377;ENSMUSG00000028175;ENSMUSG00000037894;ENSMUSG00000028678;ENSMUSG00000062248;ENSMUSG00000026355;ENSMUSG00000074476;ENSMUSG00000032264;ENSMUSG00000015749;ENSMUSG00000024590;ENSMUSG00000037628;ENSMUSG00000028044;ENSMUSG00000068101;ENSMUSG00000030867;ENSMUSG00000030346;ENSMUSG00000017716;ENSMUSG00000005470;ENSMUSG00000031754;ENSMUSG00000032218;ENSMUSG00000020897;ENSMUSG00000017146;ENSMUSG00000023505;ENSMUSG00000026429;ENSMUSG00000020330;ENSMUSG00000029430;ENSMUSG00000026134;ENSMUSG00000027330;ENSMUSG00000062203;ENSMUSG00000027203;ENSMUSG00000028873;ENSMUSG00000056394;ENSMUSG00000018362;ENSMUSG00000028693;ENSMUSG00000020380;ENSMUSG00000028551;ENSMUSG00000037313"
"HALLMARK_G2M_CHECKPOINT",4.54086625963858e-06,7.41674822407634e-05,0.610526878385931,0.657802216756736,1.88494283052669,192,"ENSMUSG00000031004;ENSMUSG00000032783;ENSMUSG00000020914;ENSMUSG00000029687;ENSMUSG00000012443;ENSMUSG00000019942;ENSMUSG00000021109;ENSMUSG00000057406;ENSMUSG00000023015;ENSMUSG00000027306;ENSMUSG00000001403;ENSMUSG00000017499;ENSMUSG00000027715;ENSMUSG00000027878;ENSMUSG00000036768;ENSMUSG00000002835;ENSMUSG00000069662;ENSMUSG00000026622;ENSMUSG00000037894;ENSMUSG00000026605;ENSMUSG00000028678;ENSMUSG00000062248;ENSMUSG00000000028;ENSMUSG00000026355;ENSMUSG00000032586;ENSMUSG00000024660;ENSMUSG00000024590;ENSMUSG00000037628;ENSMUSG00000028044;ENSMUSG00000030867;ENSMUSG00000017716;ENSMUSG00000027379;ENSMUSG00000032218;ENSMUSG00000028312;ENSMUSG00000020897;ENSMUSG00000041126;ENSMUSG00000011179;ENSMUSG00000028718;ENSMUSG00000031691;ENSMUSG00000028702;ENSMUSG00000027326;ENSMUSG00000022033;ENSMUSG00000020330;ENSMUSG00000072082;ENSMUSG00000026134;ENSMUSG00000049327;ENSMUSG00000027330;ENSMUSG00000062203;ENSMUSG00000066306;ENSMUSG00000038539;ENSMUSG00000018362;ENSMUSG00000028693;ENSMUSG00000028551;ENSMUSG00000037313"
"HALLMARK_UV_RESPONSE_DN",0.00267583320277832,0.027642977317397,0.431707695803346,0.638404514483169,1.68814274979398,98,"ENSMUSG00000025810;ENSMUSG00000046876;ENSMUSG00000062995;ENSMUSG00000032231;ENSMUSG00000030103;ENSMUSG00000026463;ENSMUSG00000039943;ENSMUSG00000024190;ENSMUSG00000019943;ENSMUSG00000027878;ENSMUSG00000002107;ENSMUSG00000026393;ENSMUSG00000005533;ENSMUSG00000050965;ENSMUSG00000005672;ENSMUSG00000029994;ENSMUSG00000026478;ENSMUSG00000009621;ENSMUSG00000019843;ENSMUSG00000023805;ENSMUSG00000038843"
"HALLMARK_MITOTIC_SPINDLE",0.00282071197116296,0.027642977317397,0.431707695803346,0.538873653158527,1.54121974277035,186,"ENSMUSG00000002489;ENSMUSG00000020914;ENSMUSG00000026131;ENSMUSG00000041992;ENSMUSG00000012443;ENSMUSG00000019942;ENSMUSG00000032220;ENSMUSG00000023015;ENSMUSG00000027699;ENSMUSG00000027306;ENSMUSG00000036777;ENSMUSG00000040549;ENSMUSG00000027878;ENSMUSG00000036768;ENSMUSG00000039298;ENSMUSG00000069662;ENSMUSG00000026622;ENSMUSG00000026605;ENSMUSG00000028678;ENSMUSG00000020021;ENSMUSG00000024660;ENSMUSG00000024590;ENSMUSG00000059495;ENSMUSG00000029414;ENSMUSG00000030867;ENSMUSG00000017716;ENSMUSG00000027379;ENSMUSG00000027475;ENSMUSG00000032218;ENSMUSG00000026585;ENSMUSG00000037234;ENSMUSG00000058056;ENSMUSG00000031922;ENSMUSG00000035133;ENSMUSG00000031787;ENSMUSG00000021549;ENSMUSG00000005871;ENSMUSG00000026280;ENSMUSG00000059248;ENSMUSG00000066306;ENSMUSG00000031511;ENSMUSG00000041598"
"HALLMARK_KRAS_SIGNALING_UP",0.00391673455163323,0.0301308385746811,0.407017918923954,0.587251558231563,1.59532780187875,127,"ENSMUSG00000025810;ENSMUSG00000034394;ENSMUSG00000026475;ENSMUSG00000030208;ENSMUSG00000016498;ENSMUSG00000003948;ENSMUSG00000032501;ENSMUSG00000023186;ENSMUSG00000035107;ENSMUSG00000034855;ENSMUSG00000026166;ENSMUSG00000020577;ENSMUSG00000003032;ENSMUSG00000033910;ENSMUSG00000038587;ENSMUSG00000021591;ENSMUSG00000037852;ENSMUSG00000032089;ENSMUSG00000019960;ENSMUSG00000029640;ENSMUSG00000040584;ENSMUSG00000023367;ENSMUSG00000026414;ENSMUSG00000075031;ENSMUSG00000026721;ENSMUSG00000026875;ENSMUSG00000024338;ENSMUSG00000026764;ENSMUSG00000040552"
"HALLMARK_HEDGEHOG_SIGNALING",0.00430440551066873,0.0301308385746811,0.407017918923954,0.811161519750968,1.74077897869999,20,"ENSMUSG00000025810;ENSMUSG00000040274"
"HALLMARK_APICAL_SURFACE",0.00769062968851649,0.0471051068421635,0.407017918923954,0.801619738050524,1.77669329294429,23,"ENSMUSG00000068227;ENSMUSG00000035107;ENSMUSG00000054693;ENSMUSG00000042228;ENSMUSG00000039166;ENSMUSG00000017146;ENSMUSG00000015619"
"HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION",0.0129206790302934,0.0703459191649309,0.380730400722792,0.581859368504513,1.51384629262528,88,"ENSMUSG00000032420;ENSMUSG00000025809;ENSMUSG00000026131;ENSMUSG00000056737;ENSMUSG00000032374;ENSMUSG00000037820;ENSMUSG00000028214;ENSMUSG00000027878;ENSMUSG00000006651;ENSMUSG00000027087;ENSMUSG00000057163;ENSMUSG00000005087;ENSMUSG00000036938;ENSMUSG00000068220;ENSMUSG00000037225;ENSMUSG00000027962;ENSMUSG00000026478;ENSMUSG00000040249;ENSMUSG00000024598;ENSMUSG00000015312;ENSMUSG00000028364;ENSMUSG00000029378;ENSMUSG00000022817;ENSMUSG00000075284;ENSMUSG00000000957"
"HALLMARK_TNFA_SIGNALING_VIA_NFKB",0.0165326794280157,0.081010129197277,0.352487857583619,0.529441008016275,1.47580543089528,156,"ENSMUSG00000015396;ENSMUSG00000014599;ENSMUSG00000034394;ENSMUSG00000030103;ENSMUSG00000028214;ENSMUSG00000037868;ENSMUSG00000075122;ENSMUSG00000062210;ENSMUSG00000032501;ENSMUSG00000024190;ENSMUSG00000034855;ENSMUSG00000019943;ENSMUSG00000026166;ENSMUSG00000024235;ENSMUSG00000003032;ENSMUSG00000022951;ENSMUSG00000003847;ENSMUSG00000005087;ENSMUSG00000069662;ENSMUSG00000031530;ENSMUSG00000064289;ENSMUSG00000056749;ENSMUSG00000020275;ENSMUSG00000002983;ENSMUSG00000047407;ENSMUSG00000037465;ENSMUSG00000037966;ENSMUSG00000056708;ENSMUSG00000015312;ENSMUSG00000022500;ENSMUSG00000026875;ENSMUSG00000028364;ENSMUSG00000042677;ENSMUSG00000020205;ENSMUSG00000029378;ENSMUSG00000022508;ENSMUSG00000028793;ENSMUSG00000030156;ENSMUSG00000021025;ENSMUSG00000102037;ENSMUSG00000024401;ENSMUSG00000043953;ENSMUSG00000041836;ENSMUSG00000025225;ENSMUSG00000027276;ENSMUSG00000028341;ENSMUSG00000019850;ENSMUSG00000023067;ENSMUSG00000024927;ENSMUSG00000041135;ENSMUSG00000026826;ENSMUSG00000020572;ENSMUSG00000028965;ENSMUSG00000023034"
"HALLMARK_INTERFERON_GAMMA_RESPONSE",0.0291743170638559,0.129958321466267,0.352487857583619,0.499116029944554,1.40355635015661,172,"ENSMUSG00000068227;ENSMUSG00000033538;ENSMUSG00000028268;ENSMUSG00000025888;ENSMUSG00000027078;ENSMUSG00000021109;ENSMUSG00000021356;ENSMUSG00000024079;ENSMUSG00000034855;ENSMUSG00000029084;ENSMUSG00000032369;ENSMUSG00000039853;ENSMUSG00000024789;ENSMUSG00000031628;ENSMUSG00000062939;ENSMUSG00000032089;ENSMUSG00000019947;ENSMUSG00000029417;ENSMUSG00000073002;ENSMUSG00000027962;ENSMUSG00000032184;ENSMUSG00000025076;ENSMUSG00000060591;ENSMUSG00000021196;ENSMUSG00000039304;ENSMUSG00000024338;ENSMUSG00000016496;ENSMUSG00000030156;ENSMUSG00000021025;ENSMUSG00000033355;ENSMUSG00000050732;ENSMUSG00000064215;ENSMUSG00000074151"
"HALLMARK_ALLOGRAFT_REJECTION",0.0396634615384615,0.161959134615385,0.248911114434702,0.485510979781713,1.35615989343058,160,"ENSMUSG00000068227;ENSMUSG00000026770;ENSMUSG00000014599;ENSMUSG00000056737;ENSMUSG00000034394;ENSMUSG00000020077;ENSMUSG00000021109;ENSMUSG00000016529;ENSMUSG00000030830;ENSMUSG00000075122;ENSMUSG00000021356;ENSMUSG00000026117;ENSMUSG00000026012;ENSMUSG00000050232;ENSMUSG00000048376;ENSMUSG00000024789;ENSMUSG00000042228;ENSMUSG00000062939;ENSMUSG00000030268;ENSMUSG00000028874;ENSMUSG00000029417;ENSMUSG00000023274;ENSMUSG00000049103;ENSMUSG00000038843;ENSMUSG00000017146;ENSMUSG00000015437"
"HALLMARK_INFLAMMATORY_RESPONSE",0.0473225404732254,0.17836957562985,0.231126709673834,0.509337101504194,1.38843396311707,129,"ENSMUSG00000068227;ENSMUSG00000015340;ENSMUSG00000029468;ENSMUSG00000026358;ENSMUSG00000014599;ENSMUSG00000034394;ENSMUSG00000026475;ENSMUSG00000021109;ENSMUSG00000016529;ENSMUSG00000025321;ENSMUSG00000027215;ENSMUSG00000015316;ENSMUSG00000037759;ENSMUSG00000024079;ENSMUSG00000033350;ENSMUSG00000035107;ENSMUSG00000003206;ENSMUSG00000034855;ENSMUSG00000019943;ENSMUSG00000026166;ENSMUSG00000019256;ENSMUSG00000024402;ENSMUSG00000042228;ENSMUSG00000032089;ENSMUSG00000029417;ENSMUSG00000002602"
"HALLMARK_WNT_BETA_CATENIN_SIGNALING",0.0634796955043583,0.222178934265254,0.287805130535564,-0.560423879809578,-1.46270360355785,31,"ENSMUSG00000027985;ENSMUSG00000034245;ENSMUSG00000022346;ENSMUSG00000020918;ENSMUSG00000002799;ENSMUSG00000000782"
"HALLMARK_GLYCOLYSIS",0.0806845965770171,0.263569682151589,0.172324344900946,0.469416450336517,1.2994958056173,146,"ENSMUSG00000032420;ENSMUSG00000032374;ENSMUSG00000019942;ENSMUSG00000022793;ENSMUSG00000033350;ENSMUSG00000005087;ENSMUSG00000028175;ENSMUSG00000021591;ENSMUSG00000015112;ENSMUSG00000009630;ENSMUSG00000061731;ENSMUSG00000000628;ENSMUSG00000028367;ENSMUSG00000031349;ENSMUSG00000021196;ENSMUSG00000035105;ENSMUSG00000020330;ENSMUSG00000024892;ENSMUSG00000072115;ENSMUSG00000028693;ENSMUSG00000045382;ENSMUSG00000024038;ENSMUSG00000026864;ENSMUSG00000036599;ENSMUSG00000028832;ENSMUSG00000023456;ENSMUSG00000035232;ENSMUSG00000032294;ENSMUSG00000039236;ENSMUSG00000027997;ENSMUSG00000021065;ENSMUSG00000039910;ENSMUSG00000032458;ENSMUSG00000033059;ENSMUSG00000062070;ENSMUSG00000022982;ENSMUSG00000017210;ENSMUSG00000028307;ENSMUSG00000033684;ENSMUSG00000041936;ENSMUSG00000026335;ENSMUSG00000029992;ENSMUSG00000063229;ENSMUSG00000007617;ENSMUSG00000035547;ENSMUSG00000024782"
"HALLMARK_CHOLESTEROL_HOMEOSTASIS",0.0923694779116466,0.282881526104418,0.16823816568964,0.548727548103394,1.37325231036924,59,"ENSMUSG00000026483;ENSMUSG00000022636;ENSMUSG00000027907;ENSMUSG00000032369;ENSMUSG00000056749;ENSMUSG00000024378;ENSMUSG00000027533;ENSMUSG00000029338;ENSMUSG00000031349;ENSMUSG00000028211;ENSMUSG00000038539;ENSMUSG00000027276;ENSMUSG00000001467;ENSMUSG00000035232;ENSMUSG00000027712;ENSMUSG00000018920;ENSMUSG00000025203"
"HALLMARK_MYC_TARGETS_V1",0.103354602032304,0.297904441151935,0.287805130535564,-0.319243947136156,-1.11159211237227,201,"ENSMUSG00000067274;ENSMUSG00000012848;ENSMUSG00000052146;ENSMUSG00000057113;ENSMUSG00000028495;ENSMUSG00000030512;ENSMUSG00000029614;ENSMUSG00000025794;ENSMUSG00000059070;ENSMUSG00000022346;ENSMUSG00000030744;ENSMUSG00000020372;ENSMUSG00000027405;ENSMUSG00000027566;ENSMUSG00000028936;ENSMUSG00000025967;ENSMUSG00000062006;ENSMUSG00000033732;ENSMUSG00000037851;ENSMUSG00000022471;ENSMUSG00000017221;ENSMUSG00000034681;ENSMUSG00000057130;ENSMUSG00000024436;ENSMUSG00000074656;ENSMUSG00000004865;ENSMUSG00000001416;ENSMUSG00000001674"
"HALLMARK_SPERMATOGENESIS",0.11051930758988,0.300858115105785,0.152144922367565,0.517849722880738,1.32753070376784,77,"ENSMUSG00000043050;ENSMUSG00000029687;ENSMUSG00000019942;ENSMUSG00000034906;ENSMUSG00000029275;ENSMUSG00000026622;ENSMUSG00000028678;ENSMUSG00000037628;ENSMUSG00000027379;ENSMUSG00000032218;ENSMUSG00000026159;ENSMUSG00000056999;ENSMUSG00000059970;ENSMUSG00000034842;ENSMUSG00000032555;ENSMUSG00000067702;ENSMUSG00000032959;ENSMUSG00000025757;ENSMUSG00000009073;ENSMUSG00000027719;ENSMUSG00000008892"
"HALLMARK_ESTROGEN_RESPONSE_LATE",0.122373300370828,0.315594300956346,0.138022242496643,0.459590320263149,1.25831876988937,135,"ENSMUSG00000002489;ENSMUSG00000020914;ENSMUSG00000028456;ENSMUSG00000063873;ENSMUSG00000026463;ENSMUSG00000017499;ENSMUSG00000024222;ENSMUSG00000020577;ENSMUSG00000003032;ENSMUSG00000023243;ENSMUSG00000024789;ENSMUSG00000005087;ENSMUSG00000037852;ENSMUSG00000027533;ENSMUSG00000020484;ENSMUSG00000034266;ENSMUSG00000024907;ENSMUSG00000053646;ENSMUSG00000054065;ENSMUSG00000060675;ENSMUSG00000076441;ENSMUSG00000054252;ENSMUSG00000028718;ENSMUSG00000029378;ENSMUSG00000031176;ENSMUSG00000032578;ENSMUSG00000034320;ENSMUSG00000031751;ENSMUSG00000001247;ENSMUSG00000025555;ENSMUSG00000025402;ENSMUSG00000029201;ENSMUSG00000004610;ENSMUSG00000018900;ENSMUSG00000025278;ENSMUSG00000057963;ENSMUSG00000023942;ENSMUSG00000020142;ENSMUSG00000024525"
"HALLMARK_MYC_TARGETS_V2",0.131274131274131,0.321621621621622,0.245041785430996,-0.446742233436123,-1.28827652996828,57,"ENSMUSG00000057113;ENSMUSG00000024613;ENSMUSG00000028261;ENSMUSG00000055491;ENSMUSG00000001436;ENSMUSG00000022346;ENSMUSG00000057421;ENSMUSG00000027405;ENSMUSG00000020430;ENSMUSG00000027227;ENSMUSG00000041057"
"HALLMARK_PROTEIN_SECRETION",0.150649350649351,0.351515151515152,0.126253987849115,0.483504200385209,1.25791004503769,87,"ENSMUSG00000062995;ENSMUSG00000026131;ENSMUSG00000016534;ENSMUSG00000054693;ENSMUSG00000001173;ENSMUSG00000034484;ENSMUSG00000007458;ENSMUSG00000032264;ENSMUSG00000015749;ENSMUSG00000030560;ENSMUSG00000063358"
